Source,Destination,Weight
ayatollah khomeini,MASSACHUSETTS USA,1.0
samir rifa'i,QATAR,1.0
sam daghersection,UNITED STATES,1.0
edward heath,MALDIVES,1.0
samal saeedattempted,IRAQ,1.0
shontayne hape,ENGLAND,2.0
matt tubbs,SCOTLAND,1.0
maggie brown,LONDON ENGLAND,1.0
justin shugg,CANADA,1.0
eugen mincu,UNITED STATES,1.0
al qaida,TUNISIA,1.0
abdul hussein chalabi,UNITED STATES,1.0
chris musumbalength,UNITED STATES,1.0
mehdi ben gaied,TUNISIA,1.0
lebanesepremier rafiq al-hariri,TURKEY,1.0
pressabu dhabimartin kaymer,ABU DHABI UNITED ARAB EMIRATES,1.0
barbara webb,SYRIA,1.0
ringo starr,IRAQ,1.0
michael essienhad,UNITED ARAB EMIRATES,1.0
david dower,LONDON ENGLAND,1.0
muqtada sadr,BAGHDAD IRAQ,1.0
jannath saeed,MALDIVES,1.0
werner hartenstein,ATLANTIC OCEAN,1.0
mahmoud ben romdhane,SAUDI ARABIA,1.0
mahmoud abbas,TUNISIA,6.0
paul cattermole,AUSTRALIA,1.0
james troisi,AUSTRALIA,1.0
andrew hilditch,MELBOURNE AUSTRALIA,1.0
alejandro valverde,HAWAII USA,1.0
houda jribi,TUNISIA,1.0
aydin selcen,TURKEY,3.0
ali bin husseinal-harithi,SAUDI ARABIA,1.0
gasper mwembezi,TANZANIA UNITED REPUBLIC OF,1.0
sa 'd al-hariri,TURKEY,1.0
tahir al-adwan,JORDAN,1.0
chris mcintyre,PUERTO RICO,2.0
hani al-mulla,AFGHANISTAN,1.0
mick channon,UNITED ARAB EMIRATES,2.0
russell howard,KENYA,1.0
mike murphy,IRAQ,3.0
romaniancoach tita valeriu,JAPAN,1.0
alec ross,VICTORIA AUSTRALIA,1.0
fiona youngsection,EGYPT,1.0
phil cummins,SCOTLAND,1.0
bilal mohammed,QATAR,1.0
julie burkesince,UNITED ARAB EMIRATES,1.0
rosamund pike,IRAQ,2.0
jonathan gurlingsection,ALGERIA,1.0
bob paxman,IRAQ,2.0
walid junblattoffered,LEBANON,1.0
david mcknight,IRAQ,1.0
david richards,UNITED STATES,2.0
solomon kane,IRAQ,1.0
harry gamboa jr.,UNITED STATES,1.0
walid solaiman,EGYPT,2.0
ariel kaminer,IRAN ISLAMIC REPUBLIC OF,1.0
jesus christ,NIGERIA,1.0
prince naif ibnabdulaziz al saud,SAUDI ARABIA,1.0
glenn stevens,AUSTRALIA,2.0
qassem suleymani,LEBANON,1.0
david leigh,AFRICA,1.0
ross fisher,ABU DHABI UNITED ARAB EMIRATES,1.0
paul turner,ENGLAND,1.0
sonakshi sinha,INDIA,4.0
andrew warshawsection,QATAR,2.0
toumani diabate,AUSTRALIA,1.0
muhd nur aiman,NORTHERN ASIA,1.0
peter marinello,SUDAN,1.0
roseanna cunningham,SCOTLAND,1.0
colin montgomerie jose maria olazabal,SCOTLAND,6.0
jean-claude juncker,EUROPE,1.0
omar hassan al-bashir,SUDAN,3.0
mervyn king,LONDON ENGLAND,1.0
ahmadi muslimshave,PAKISTAN,1.0
muhammad al-baradi,EGYPT,7.0
fatimah al-turayki,UNITED STATES,3.0
fosterand gibson,CANADA,1.0
rupert murdoch,UNITED KINGDOM,7.0
eugene o'neill,ARCTIC,1.0
john dugdale,WALES,1.0
robbie kruze,ENGLAND,3.0
omar maani,EGYPT,1.0
majed naser,IRAQ,1.0
mohammed ahmed jaboori,IRAQ,1.0
sammy bedair,EGYPT,1.0
angelique kidjo,AFRICA,1.0
vitantonio liuzzi,SCOTLAND,1.0
jo ann daniels,TAMPA FL USA,1.0
mariam al-sadek,TUNISIA,1.0
louis oosthuizen,AUSTRALIA,1.0
christophe soumillon,DUBAI UNITED ARAB EMIRATES,1.0
shaker alial hassan,MALAYSIA,1.0
sjef scholte,IRAQ,2.0
mohammed al murbati,BAHRAIN,1.0
walter lippmann,IRAQ,1.0
watkins glenaug,UNITED STATES,1.0
george midenyo,EGYPT,1.0
shah mohammad reza pahlavi,UNITED STATES,1.0
amy boulden,SPAIN,1.0
mosaddirector me'ir dagan,IRAN ISLAMIC REPUBLIC OF,1.0
david laws,SCOTLAND,1.0
stockard channing,CALIFORNIA USA,1.0
rachael grinham,UNITED STATES,1.0
jonathan watts,CHINA,1.0
anthony shadidsection,LEBANON,1.0
nick abendanon,LONDON ENGLAND,1.0
saia faingaa,AUSTRALIA,2.0
abdelaziz bouteflikais,EGYPT,2.0
gael monfils,TAMPA FL USA,1.0
daphne tan-bernice lim,MALAYSIA,1.0
slobodan milosevicand saddam hussein,TURKEY,1.0
mohamed bouaziz,TUNISIA,2.0
beyonce knowles,BRAZIL,1.0
edward tosson,EGYPT,1.0
james brooks,CANADA,1.0
anthony dennissection,LIBYAN ARAB JAMAHIRIYA,2.0
ulugbek bakaev.man-of-the-match matt mckay,JAPAN,7.0
rafik hariri saad hariri,TURKEY,3.0
kate blackwell,AUSTRALIA,1.0
jubran tuwayni,BEIRUT LEBANON,1.0
abdullah bin zayed al nahyan,CANADA,1.0
carlton cole,ISRAEL,1.0
michael ellam,UNITED KINGDOM,1.0
alan maloney,UNITED STATES,1.0
jason astbury,UNITED STATES,1.0
muhammad of the kuraish,PALESTINIAN TERRITORY OCCUPIED,1.0
trinidad jimenez,MOROCCO,1.0
steven erlangersection,TUNISIA,2.0
akira sasaki,TAMPA FL USA,1.0
john foster dulles,PAKISTAN,1.0
kim jong nam,UNITED STATES,1.0
jarvis cocker,LONDON ENGLAND,1.0
jimmy choo,HONG KONG,2.0
lewis hamilton,NORTH AMERICA,1.0
adri lambert,NAMIBIA,2.0
betsen tchoua,ENGLAND,2.0
mohamed ali gharzoul,TUNISIA,3.0
tom lehrerought,JERUSALEM ISRAEL,1.0
peter doyle,AUSTRALIA,1.0
graeme storm,AUSTRALIA,1.0
alastair beach,EGYPT,1.0
jorge mendes,PORTUGAL,1.0
zakaria azmi,EGYPT,1.0
george vi chasehas,UNITED KINGDOM,7.0
osaze odemwingie,BELGIUM,1.0
faysal fayiz,JORDAN,3.0
rosamund pikeas,UNITED STATES,1.0
lou cannon,UNITED STATES,2.0
audrey hepburn,BAHRAIN,1.0
chris ofili,AFRICA,1.0
lord turnbull,IRAQ,1.0
andrew tosaid,EGYPT,1.0
mohamed el baradei,UNITED KINGDOM,1.0
j.w. krasner,ISRAEL,1.0
dori sham,LEBANON,1.0
m.z. hernandes,BRAZIL,1.0
mark donaldson,AUSTRALIA,1.0
dane soren kjeldsen,DUBAI UNITED ARAB EMIRATES,2.0
alice buckley,NORWAY,1.0
carol vogelsection,HELSINKI FINLAND,1.0
fanie chambers,RUSSIAN FEDERATION,2.0
david alistair hope sime,ITALY,1.0
calestous juma,AFRICA,1.0
michael reynolds,IRAN ISLAMIC REPUBLIC OF,1.0
il duce,TUNISIA,1.0
alyaksandr lukashenkacalls,UKRAINE,1.0
kenneth murray,SCOTLAND,1.0
dragons denstar james caan,LONDON ENGLAND,1.0
jeremy anguile,NIGERIA,2.0
mahmoud ahmadinejad,NIGERIA,2.0
ahmad al fahad al sabah,QATAR,1.0
hillary clintonthe,PALESTINIAN TERRITORY OCCUPIED,6.0
amir afkhami,IRAQ,1.0
dawud al-sharayan,IRAQ,1.0
yaakov katzenvironment,ETHIOPIA,1.0
shaykh ahmad al-mahallawi,EGYPT,1.0
worasak nopsittiporn,SAUDI ARABIA,1.0
wilfred lau,CHINA,1.0
jerome thomas,CROATIA,1.0
leo schlink,AUSTRALIA,2.0
sam leith,AUSTRALIA,1.0
alexander vershbow,UNITED STATES,1.0
andrew marr show,LONDON ENGLAND,1.0
chris bonnor,EGYPT,1.0
allan otindo,AFRICA,1.0
portuguesejose peseiro,SAUDI ARABIA,1.0
bobby jones,UNITED ARAB EMIRATES,1.0
george papandreou,LEBANON,1.0
haridi hussein,EGYPT,2.0
abdullah ibn abdulaziz al saud,EGYPT,2.0
ahmad majidi,EGYPT,1.0
george dockrell,DUBAI UNITED ARAB EMIRATES,1.0
politicspaul malone,CANBERRA AUSTRALIA,1.0
pres hosni mubarak,NILE RIVER,1.0
keith brown,AUSTRALIA,1.0
alyaksandr lukashenka,BELARUS,2.0
al-iraqiyah listfinds,IRAQ,1.0
hedi gharbi,TUNISIA,3.0
dan stephen palami,PHILIPPINES,1.0
mohammed bouazizi,ISRAEL,1.0
natiqabdul majeed,IRAQ,2.0
altantuya shariibuu,MALAYSIA,1.0
robert allenby,AUSTRALIA,1.0
debra vanalstyne,VIRGINIA USA,1.0
shaykh abdallah bin-zayidal-nuhayyan,CANADA,1.0
siobhan dowling,EGYPT,1.0
othman al-awlaki,YEMEN,1.0
john hurt,ARCTIC,1.0
ali ahmed karti,SUDAN,2.0
william nyok,HELSINKI FINLAND,1.0
anton yelchin,CANADA,1.0
tony windsor,NEW SOUTH WALES AUSTRALIA,1.0
mohammed omar mahmoud,ERITREA,2.0
alyaksandr lukashenka,UKRAINE,1.0
luke wilkshire david carney,LIVERPOOL ENGLAND,1.0
david j lesar,NORTH AMERICA,1.0
george smith,AUSTRALIA,1.0
sarah roberts,TUNISIA,1.0
david mandel,UNITED STATES,2.0
bart cummings,GERMANY,1.0
kathy tucker,TAMPA FL USA,2.0
ali larijani inabu dhabi,IRAN ISLAMIC REPUBLIC OF,11.0
john logie baird,TURKEY,1.0
cristiano ronaldo,AUSTRALIA,1.0
taleb rifai,SPAIN,1.0
natalie portman,IRAQ,1.0
marcos marcos,EGYPT,2.0
amy einhorn,IRAQ,1.0
steven gerrardfor,LIVERPOOL ENGLAND,1.0
rohan bopanna,SYDNEY AUSTRALIA,1.0
shimon peresdemanded,ISRAEL,1.0
suleiman sworn-in,EGYPT,1.0
mahmoud al-mabhouh,UNITED ARAB EMIRATES,3.0
damien mcgrane,BAHRAIN,5.0
thomas curran,AUSTRALIA,1.0
mabor chadhuol,SUDAN,1.0
gebrezgahbeher ambaye,ETHIOPIA,2.0
george j mitchell,KUWAIT,1.0
colin ingram,INDIA,2.0
ayatollah ruhollah khomeini,IRAN ISLAMIC REPUBLIC OF,1.0
steve james,SCOTLAND,1.0
iman zaki,EGYPT,1.0
howard castle,SWITZERLAND,2.0
femi ajilore,BELGIUM,1.0
mikhail youzhny,UNITED STATES,2.0
alex sampsonsection,VICTORIA AUSTRALIA,1.0
dirk niebel,YEMEN,1.0
adnan sayyed husseindeclared,LEBANON,1.0
joe cole,UNITED STATES,1.0
labor ministerbinyamin ben-eliezer,EGYPT,1.0
hisham mubarak,EGYPT,2.0
shawne merriman,UNITED ARAB EMIRATES,1.0
richard pirsch,BAHRAIN,8.0
arafat rahman koko,BANGLADESH,1.0
charles cunningham,TUNISIA,1.0
helen mirren,SAUDI ARABIA,1.0
tim crow,LONDON ENGLAND,2.0
abu dhabi golf martin,MIDDLE EAST,3.0
james milner-walker,TUNISIA,2.0
roger federerand tiger woods,BAHRAIN,9.0
andrey arshavin,MOROCCO,1.0
mohamed ibrahim khalil,SUDAN,3.0
arutz sheva,ASIA,1.0
sami layoune,TUNISIA,1.0
robert reischauer,UNITED STATES,1.0
zoe tapper,DUBAI UNITED ARAB EMIRATES,1.0
daniel pipessection,SAUDI ARABIA,1.0
chris gunter,BEIRUT LEBANON,1.0
james courtney,AUSTRALIA,7.0
neil gordon,AUSTRALIA,1.0
zine bel abidine ben ali,ALBANIA,1.0
thomas dinapoli,UNITED STATES,1.0
graham secker,TUNISIA,1.0
bobby williamsonupped,UGANDA,1.0
lee myung-bak,JAPAN,1.0
isaac herzog,ISRAEL,5.0
helmer talal selhami,MOROCCO,1.0
corey pavin,EUROPE,1.0
dan bylsma,AUSTRALIA,1.0
steven o hara,SOUTH AFRICA,6.0
peter james,EGYPT,1.0
alan pardew,UNITED ARAB EMIRATES,4.0
amos adamu,ENGLAND,1.0
craig tiley,INDIA,1.0
mohammad ahmadiyan,UNITED STATES,1.0
bashar abdelmenem,EGYPT,1.0
andy flower,BANGLADESH,1.0
patrick hennesseysection,AFGHANISTAN,1.0
walid al-umari,PALESTINIAN TERRITORY OCCUPIED,1.0
pete postlethwaiteand,AUSTRALIA,1.0
katherine houreld,KOREA REPUBLIC OF,1.0
nada bakri,LEBANON,7.0
maxim gaudette,MIDDLE EAST,2.0
adele taylor,CAIRO EGYPT,2.0
gary jacobsection,MANCHESTER ENGLAND,4.0
michael smithcynthiana,PALESTINIAN TERRITORY OCCUPIED,1.0
talal atrissi,LEBANON,1.0
hillary rodham clintonissued,PALESTINIAN TERRITORY OCCUPIED,1.0
lady gordon,EGYPT,1.0
sally brown,IRAQ,1.0
pd kelley,AFGHANISTAN,1.0
evan slauson,FRANCE,1.0
hasan kazemi-qomi,IRAN ISLAMIC REPUBLIC OF,1.0
saturdayali bin al hussein,ASIA,1.0
herb keinonsection,ISRAEL,7.0
yo'av krakowsky,ISRAEL,1.0
alexis kagame,NIGERIA,1.0
marc kaufmansection,EASTERN AFRICA,1.0
devon alexander,NORTHERN IRELAND,1.0
elhadji diouf,UNITED ARAB EMIRATES,2.0
stuart davis,ABU DHABI UNITED ARAB EMIRATES,1.0
jesus christ,UNITED STATES,2.0
tamim iqbal,BANGLADESH,1.0
john murray,TEXAS USA,1.0
mark winterbottom,AUSTRALIA,4.0
hashim raza,PAKISTAN,1.0
jacques kallis,SOUTH AFRICA,1.0
burj khalifa,AUSTRALIA,1.0
charles mhlauri,UNITED STATES,1.0
younes naciri,PENNSYLVANIA USA,1.0
david harrisokay,IRAQ,1.0
dan diamond,SPAIN,1.0
muammar al-gaddafi,COTE D'IVOIRE,1.0
walid bouazizi,TUNISIA,1.0
hawaii-robert garrigus,CANADA,2.0
alice buckley,ZURICH,1.0
ron paul,UNITED KINGDOM,1.0
timothy anthiga,EUROPE,1.0
justin leonard,IRELAND,1.0
matthew vaughn,UNITED STATES,1.0
mohammed iqbal,IRAQ,1.0
charles portis,MEXICO,1.0
mohammad mansour,AFGHANISTAN,1.0
ahmed khadr,EGYPT,2.0
guy hicks,UNITED KINGDOM,1.0
mahmud izzat,ISRAEL,2.0
peter mullan,UNITED KINGDOM,1.0
david cameron andgeorge osborne,ENGLAND,1.0
hugh dougherty,EGYPT,1.0
ben kantarovski,AUSTRALIA,1.0
jenson button,INDIA,2.0
cristiano ronaldo,MANCHESTER ENGLAND,1.0
tifatul sembiring,INDONESIA,1.0
christian carlitos,TUNISIA,1.0
mohamed elsayyah,TUNISIA,1.0
jimmy kimmelpresident obama,SAUDI ARABIA,1.0
ahmad fadl al-abdali,YEMEN,1.0
hasan al-ashmawi,CANADA,1.0
rhys jones binx,WALES,1.0
john kitsonaugust,EUROPE,1.0
stuartbowen jr.,UNITED STATES,1.0
ahmed sir al-khatam,SUDAN,1.0
marsel ilhan,INDIA,1.0
thomas schooreland,INDIA,1.0
jonathan davies,ENGLAND,1.0
mahmoud zaharwarned,PALESTINIAN TERRITORY OCCUPIED,1.0
gina belafonte,ETHIOPIA,1.0
john mcenroe,AUSTRALIA,1.0
yushin maru,ANTARCTICA,1.0
yudah mugalu,SUDAN,3.0
lucas prado,BRAZIL,1.0
jessie phua,KOREA REPUBLIC OF,2.0
adrian pearson,LIVERPOOL ENGLAND,1.0
waleed shamad,EGYPT,1.0
magda ibrahim,EGYPT,1.0
mark boucher,ENGLAND,1.0
musa doka,EGYPT,4.0
mouin rabbani,MIDDLE EAST,1.0
john green,MELBOURNE AUSTRALIA,1.0
julie powers schenecker,UNITED STATES,2.0
dave denton,UNITED ARAB EMIRATES,2.0
claire denis,AFRICA,3.0
steve kean,GHANA,1.0
jesse james,PENNSYLVANIA USA,1.0
robert andrews,UNITED STATES,2.0
wajd waqfi,EGYPT,1.0
ruben bemelmans,IRELAND,1.0
stephen colbertand queen noor,UNITED STATES,3.0
brian majjwega,CAIRO EGYPT,3.0
amadou toumani tour,MALI,1.0
mariam atefkhilla,MIDDLE EAST,1.0
dawn gibbins,FRANCE,1.0
shmuel marco,ISRAEL,1.0
sadie kane,EGYPT,1.0
charles kennedy,LONDON ENGLAND,1.0
scott jamieson,SCOTLAND,1.0
antoine saad,LEBANON,1.0
abdul nacer benbrika,EGYPT,1.0
pete sampras,MELBOURNE AUSTRALIA,2.0
steele tango,IRELAND,2.0
bishop angaelos,EGYPT,1.0
janos martonyi,SUDAN,1.0
sam poutakidis,JAPAN,1.0
chris moyles,SCOTLAND,1.0
low horng han,QATAR,1.0
pete spotts,UNITED STATES,1.0
huckleberry finn,MALAYSIA,1.0
laura fato,VICTORIA AUSTRALIA,1.0
william pitt,KENYA,2.0
ki sung-yeung,JAPAN,1.0
prayuth chan-ocha,CAMBODIA,1.0
nadalousted tomas berdych,ARGENTINA,2.0
carl perkins,UNITED STATES,1.0
chrystia freeland,QATAR,2.0
jericho mayor hassan saleh,PALESTINIAN TERRITORY OCCUPIED,1.0
luke skywalker,UNITED STATES,3.0
vince lombarditrophy,SYDNEY AUSTRALIA,2.0
lazhar karoui chebbi,IRAN ISLAMIC REPUBLIC OF,1.0
louis oosthuizenand martin kaymer,NEW ZEALAND,1.0
michael seery,TURKEY,1.0
paul kan man-lok,HONG KONG,1.0
joe flacco,HAWAII USA,2.0
z.a. kanafani,LEBANON,1.0
najib belaid,KENYA,2.0
jack lemmon,CANADA,2.0
zine bel abidine ben ali,EGYPT,52.0
ed miliband,IRAN ISLAMIC REPUBLIC OF,1.0
samir hasan salih,IRAQ,1.0
salim kipsang,KENYA,2.0
andy moles,QATAR,1.0
wajdi mouawad,MIDDLE EAST,2.0
robyn gibson,PENNSYLVANIA USA,1.0
joshua gillinsection,IRAQ,1.0
simon clare,FLORIDA USA,1.0
barry norris,ISRAEL,1.0
navi pillay,SUDAN,2.0
andre aciman atlantic,UNITED STATES,2.0
martin sorrell,UNITED STATES,1.0
innocent jooji,NIGERIA,3.0
michael owenand gary neville,IRAQ,1.0
pat fry,GERMANY,1.0
dimitri medvedev,TUNISIA,1.0
stephanie giribone,ALGERIA,1.0
ben gardane,UNITED STATES,1.0
wassan nanuam,CAMBODIA,1.0
richard sandoval,DUBAI UNITED ARAB EMIRATES,1.0
ana ochoa,AFGHANISTAN,1.0
mona lisa,NIGERIA,2.0
ertugrul gunay,SYRIA,1.0
brad jones,EGYPT,1.0
ayatollah seyyed ahmad khatami,IRAN ISLAMIC REPUBLIC OF,1.0
ahmad hassan al-bakr,IRAQ,1.0
hamad bin khalifa al thani,LEBANON,2.0
bruce forsyth,FRANCE,1.0
edwyn collins,LONDON ENGLAND,1.0
nadim sabag,SYRIA,1.0
chris martin,UNITED KINGDOM,1.0
sunnibusinessman najib mikati,COTE D'IVOIRE,1.0
al fakharany,EGYPT,1.0
mick mccarthy,SCOTLAND,1.0
drusestrongman walid jumblatt,ALBANIA,2.0
justin walters,SAUDI ARABIA,1.0
st catherine,EGYPT,4.0
barham salih,TURKEY,1.0
kah peng,SWITZERLAND,1.0
carter ashton,UNITED STATES,1.0
robin munde,UNITED STATES,1.0
gil shefler,ETHIOPIA,1.0
azhar ali,PAKISTAN,1.0
ahmad shafiq,CAIRO EGYPT,1.0
rafia abduljabar noshi,UNITED STATES,2.0
ghadir abu leil-cooper,QATAR,1.0
liverpoolmanager kenny dalglish,LIVERPOOL ENGLAND,15.0
danny boyle,UNITED KINGDOM,1.0
leonardo vazquez,IRAQ,1.0
william anthonyhay,PENNSYLVANIA USA,1.0
elizabeth gilbert,MEXICO,1.0
akapol sorasuchart,THAILAND,1.0
john beczak,NEW ZEALAND,1.0
clarke carlisle,IRAQ,1.0
bill woods,AUSTRALIA,1.0
abdalla salem el-badri,SAUDI ARABIA,2.0
jonas salk,UNITED STATES,1.0
murray aitken,CHINA,2.0
marvin gaye,UNITED KINGDOM,1.0
tom clancy,UNITED STATES,4.0
noah ssemakula,BURUNDI,4.0
steven whittaker,AUSTRALIA,1.0
rehman malikrecently,AFGHANISTAN,1.0
spectrochimica acta,EGYPT,1.0
tiffatul sembiring,INDONESIA,1.0
cagri hurmuzlu,YEMEN,2.0
renate sieffert,EGYPT,2.0
ridley scott,MIDDLE EAST,3.0
vang paohad,UNITED STATES,1.0
johnny davis,TUNISIA,1.0
le figaro,UNITED STATES,1.0
abd-al-aziz bin-uthmanbin-saqr,IRAN ISLAMIC REPUBLIC OF,1.0
michael steele getty,UNITED STATES,4.0
abdallah al-asha,EGYPT,1.0
cheryl leigh,MOROCCO,1.0
haykel meganem,TUNISIA,3.0
martin cahill,IRAQ,1.0
jumma nyosso,BURUNDI,1.0
steve cartwrightsection,UGANDA,1.0
gregory rowland,NORTH AMERICA,1.0
john vautrain,SAUDI ARABIA,1.0
ernests gulbis,AUSTRALIA,5.0
juma sadam,BURUNDI,2.0
ayatollah khomeini,EGYPT,7.0
djibril camara,RWANDA,2.0
joseph emeka,KENYA,1.0
ahmed al-bawlaqi,EGYPT,1.0
jim thomson,GLASGOW SCOTLAND,2.0
chedlia dridi,TUNISIA,1.0
andrew jennings,QATAR,1.0
mary hughes,QATAR,1.0
richard almond,DUBAI UNITED ARAB EMIRATES,1.0
kephar tande,SUDAN,2.0
andrea tebbets,SYRIA,1.0
peter mandelson,UNITED STATES,1.0
ben salem,UNITED STATES,2.0
hosam zaki,EGYPT,1.0
tareq khalil,EGYPT,1.0
wissam eid,LEBANON,1.0
sohn heung-min,NORTHERN ASIA,1.0
lucas neil,KOREA REPUBLIC OF,1.0
aysha kala,EGYPT,1.0
iraniannewspaper qods,IRAN ISLAMIC REPUBLIC OF,1.0
muslim league-nawaz,PAKISTAN,2.0
ehud barakhas,TEL AVIV ISRAEL,1.0
david garland,MOSCOW RUSSIAN FEDERATION,1.0
messaoud guessoumi,TUNISIA,3.0
butera andrew,RWANDA,1.0
jamal badawiemeritus,EGYPT,1.0
al-yawm al-sabi,EGYPT,1.0
prince williamtoasted,SAUDI ARABIA,1.0
cypriot marcos baghdatis,AUSTRALIA,2.0
hamad tarish,IRAQ,4.0
michael jansensection,SYRIA,1.0
pres hosni mubarak,EGYPT,634.0
tommy oar,INDIA,2.0
suzanne mubarak,EGYPT,3.0
michelle subramaniam,MIDDLE EAST,1.0
sharif el-gamal,UNITED STATES,2.0
olivier kapo,SWEDEN,1.0
sandra kwan,HONG KONG,2.0
lindsay hoyle,UNITED KINGDOM,1.0
radwa silawi,EGYPT,2.0
natalie portman,EGYPT,1.0
luke wilkshire david carney,INDIA,7.0
jane birkinan,CHINA,1.0
abdul kareem al-luaibi,NIGERIA,6.0
bryan yeubrey,CALIFORNIA USA,1.0
david dixon,BAHRAIN,2.0
patrice evra,MANCHESTER ENGLAND,6.0
dhun rampersad,MAURITIUS,2.0
philip lavery,UNITED KINGDOM,1.0
ridha grirar,TUNISIA,1.0
jimmy carter,PALESTINIAN TERRITORY OCCUPIED,2.0
kimiko date-krumm,SYDNEY AUSTRALIA,1.0
steve harvey,CALIFORNIA USA,1.0
john scarlett,IRAQ,3.0
samal saeed,AUSTRALIA,1.0
mehdi sana'iare,IRAN ISLAMIC REPUBLIC OF,1.0
amir shaykh sabah al-ahmad al-jaberal-sabah,KUWAIT,3.0
mahmoud abbasdecorated,PALESTINIAN TERRITORY OCCUPIED,1.0
daniel vallverdubecame,VICTORIA AUSTRALIA,1.0
sachin tendulkar,ENGLAND,1.0
jose mourinho,LIVERPOOL ENGLAND,1.0
neil thurgood,UNITED STATES,1.0
ryan harrison,QUEENSLAND AUSTRALIA,1.0
dewitt clinton,FRANCE,1.0
joseph baratta,UNITED STATES,1.0
eric cantor ofvirginia,COTE D'IVOIRE,1.0
jeff brazier,UNITED KINGDOM,1.0
stephanie rice,AUSTRALIA,1.0
matt roberts,UNITED STATES,1.0
roddy doyle,NORTH AMERICA,1.0
pope benedict xvi,EGYPT,36.0
oleksiy sharapov,UKRAINE,1.0
salman butt,PAKISTAN,10.0
fathi abu-maghli,PALESTINIAN TERRITORY OCCUPIED,1.0
nizar khalfan,UGANDA,1.0
ali al-shami,SYRIA,1.0
ahlam nouri,UNITED STATES,1.0
prime ministernuri al-maliki,IRAQ,4.0
mohammad ali jinnah,KASHMIR,1.0
graham greeneinvented,UNITED STATES,1.0
sarah meierearned,UNITED STATES,1.0
laura kathleen dunne,VICTORIA AUSTRALIA,1.0
gilad shalit,EGYPT,1.0
ajay data,MOROCCO,1.0
alec ross,SYDNEY AUSTRALIA,1.0
lenny henry,NIGERIA,2.0
mike kingma,SCOTLAND,2.0
corky siemaszko,EGYPT,2.0
gamila ismail,EGYPT,2.0
leona maguire,BAHRAIN,4.0
issandr el amrani,EGYPT,2.0
sinkenesk ejigu,AFRICA,1.0
ghassan ben khalifa,TUNISIA,1.0
barack obamawhen,LEBANON,1.0
rev angelos saad,CANADA,3.0
david hussey,BAHRAIN,3.0
ablah abu-ilbah,JORDAN,1.0
harold james trombley,IRAQ,1.0
ken duken,LONDON ENGLAND,1.0
david grossman,PALESTINIAN TERRITORY OCCUPIED,1.0
khitam salabi,PALESTINIAN TERRITORY OCCUPIED,1.0
deng zhouxiang,UZBEKISTAN,1.0
liverpoolcaptain steven gerrard,KOREA REPUBLIC OF,1.0
ahmad al-tayyib,EGYPT,1.0
josh layton,QATAR,2.0
themba khoza,SOUTH AFRICA,1.0
kristy fraser-kirk,AUSTRALIA,1.0
al jezeera,JORDAN,2.0
joe marler,ENGLAND,1.0
yahya jammehcontinues,QATAR,2.0
sun tiantian,CHINA,2.0
george o grady,ABU DHABI UNITED ARAB EMIRATES,1.0
rashad abu-dawud,EGYPT,1.0
christopher howes,SCOTLAND,1.0
robert allenby,UNITED STATES,2.0
benjamin stora,ALGERIA,3.0
kevin muscat,AUSTRALIA,1.0
david cameron andgeorge osborne,AFRICA,1.0
jean lebel,MIDDLE EAST,2.0
leila trabelsi ben ali,ISRAEL,1.0
glenys johnson,VICTORIA AUSTRALIA,1.0
potito starace,MASSACHUSETTS USA,1.0
via campi,ITALY,1.0
springboks bjorn basson,ENGLAND,1.0
miriam clegg,UNITED KINGDOM,1.0
edin dzeko,MANCHESTER ENGLAND,1.0
john boehner,EGYPT,2.0
azzam alwash,IRAQ,11.0
jeff fegan,TEXAS USA,1.0
kial riad,TUNISIA,1.0
usman saulawa,NIGERIA,2.0
leila trabelsi ben ali,ALGERIA,2.0
slobodan milosevicand saddam hussein,CANADA,1.0
mark almond,EGYPT,3.0
ralph miliband,JORDAN,1.0
zainab hawa bangura,UNITED ARAB EMIRATES,2.0
rachel sopher,UNITED STATES,2.0
amelia mauresmo,AUSTRALIA,1.0
paul rudd,NORTHERN IRELAND,1.0
rabab mohammed,IRAQ,2.0
sarfraz khanzada,INDIA,1.0
diwa de leon,PHILIPPINES,1.0
henry oketcho,SOUTH AFRICA,2.0
rabih kayrouz,PARIS FRANCE,1.0
fidele nyirimana,RWANDA,4.0
jim burkeof port jefferson,EGYPT,2.0
jerome chartier,PARIS FRANCE,1.0
burj khalifa,NEW ZEALAND,1.0
john nicholson,UNITED STATES,2.0
jose mourinho,LONDON ENGLAND,1.0
latif yahia,IRAQ,4.0
frank lowe,MOROCCO,1.0
robbie coltrane,BAGHDAD IRAQ,1.0
jason koutsoukis,EGYPT,11.0
paul russell,FLORIDA USA,1.0
tony pulis,UNITED ARAB EMIRATES,1.0
thelma sussweinjerusalemsir,ISRAEL,1.0
kasey wehrmanlimped,SYDNEY AUSTRALIA,1.0
rev angelos saad,EGYPT,1.0
allan clarke,UNITED ARAB EMIRATES,1.0
bernard ecclestone,UNITED STATES,1.0
paul kamara,COTE D'IVOIRE,2.0
aisam-ul-haq qureshi,MELBOURNE AUSTRALIA,1.0
glaceau vitaminwater,ENGLAND,1.0
sandra pupatello,UNITED ARAB EMIRATES,2.0
j.b. priestley,LONDON ENGLAND,2.0
lebanesepremier rafiq al-hariri,LEBANON,15.0
henry samuelsection,TUNISIA,1.0
thanassis cambanis,LEBANON,1.0
